redundancy_group_id	representative_term_id	representative_term_name	member_term_ids	member_count	condition	FSF_region	selection_basis
GR_HT_Highly_Stable_0179	GO:0051186	obsolete cofactor metabolic process	GO:0051186	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0180	GO:0051188	obsolete cofactor biosynthetic process	GO:0051188	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0181	GO:0071824	protein-DNA complex organization	GO:0051259;GO:0051262;GO:0051289;GO:0065004;GO:0071824;GO:1904837	6	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0182	GO:0051347	obsolete positive regulation of transferase activity	GO:0051347	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0183	GO:0051384	response to glucocorticoid	GO:0031960;GO:0051384	2	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0184	GO:0051427	hormone receptor binding	GO:0051427	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0185	GO:0051704	obsolete multi-organism process	GO:0051704	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0186	GO:0055065	obsolete metal ion homeostasis	GO:0055065	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0187	GO:0055114	obsolete oxidation-reduction process	GO:0055114	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0188	GO:0060548	obsolete negative regulation of cell death	GO:0060548	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0189	GO:0060968	obsolete regulation of gene silencing	GO:0060968	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0190	GO:0060982	coronary artery morphogenesis	GO:0060982	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0191	GO:0061077	obsolete chaperone-mediated protein folding	GO:0061077	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0192	GO:0062023	obsolete collagen-containing extracellular matrix	GO:0062023	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0193	GO:0070469	obsolete respirasome	GO:0070469	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0194	GO:0044281	small molecule metabolic process	GO:0000070;GO:0000122;GO:0000278;GO:0000280;GO:0000375;GO:0000377;GO:0000398;GO:0000819;GO:0000902;GO:0001516;GO:0001654;GO:0001676;GO:0001700;GO:0001701;GO:0001745;GO:0001775;GO:0001816;GO:0001817;GO:0001824;GO:0001825;GO:0001932;GO:0001933;GO:0001934;GO:0002009;GO:0002064;GO:0002065;GO:0002066;GO:0002068;GO:0002119;GO:0002164;GO:0002165;GO:0002252;GO:0002263;GO:0002274;GO:0002275;GO:0002283;GO:0002366;GO:0002443;GO:0002444;GO:0002446;GO:0002520;GO:0002521;GO:0002682;GO:0002684;GO:0002831;GO:0003006;GO:0003143;GO:0005975;GO:0006026;GO:0006032;GO:0006083;GO:0006091;GO:0006103;GO:0006119;GO:0006139;GO:0006163;GO:0006188;GO:0006259;GO:0006281;GO:0006289;GO:0006325;GO:0006351;GO:0006352;GO:0006355;GO:0006357;GO:0006364;GO:0006366;GO:0006367;GO:0006396;GO:0006397;GO:0006403;GO:0006464;GO:0006468;GO:0006469;GO:0006508;GO:0006520;GO:0006538;GO:0006559;GO:0006575;GO:0006576;GO:0006629;GO:0006631;GO:0006633;GO:0006636;GO:0006637;GO:0006726;GO:0006728;GO:0006749;GO:0006753;GO:0006754;GO:0006766;GO:0006790;GO:0006805;GO:0006811;GO:0006812;GO:0006820;GO:0006835;GO:0006887;GO:0006950;GO:0006955;GO:0006974;GO:0006979;GO:0006996;GO:0006997;GO:0007010;GO:0007049;GO:0007059;GO:0007127;GO:0007154;GO:0007155;GO:0007156;GO:0007160;GO:0007163;GO:0007165;GO:0007275;GO:0007276;GO:0007281;GO:0007283;GO:0007346;GO:0007368;GO:0007389;GO:0007399;GO:0007423;GO:0007442;GO:0007443;GO:0007444;GO:0007492;GO:0007548;GO:0007549;GO:0007552;GO:0008104;GO:0008150;GO:0008152;GO:0008284;GO:0008340;GO:0008380;GO:0008406;GO:0008589;GO:0008652;GO:0009060;GO:0009063;GO:0009072;GO:0009074;GO:0009081;GO:0009083;GO:0009110;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009141;GO:0009144;GO:0009145;GO:0009150;GO:0009156;GO:0009167;GO:0009168;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009308;GO:0009407;GO:0009408;GO:0009410;GO:0009628;GO:0009636;GO:0009653;GO:0009790;GO:0009791;GO:0009792;GO:0009799;GO:0009820;GO:0009855;GO:0009886;GO:0009887;GO:0009888;GO:0009889;GO:0009890;GO:0009891;GO:0009892;GO:0009893;GO:0009894;GO:0009895;GO:0009966;GO:0009967;GO:0009968;GO:0009987;GO:0009996;GO:0010038;GO:0010453;GO:0010454;GO:0010467;GO:0010468;GO:0010506;GO:0010507;GO:0010556;GO:0010557;GO:0010558;GO:0010562;GO:0010563;GO:0010604;GO:0010605;GO:0010628;GO:0010629;GO:0010639;GO:0010646;GO:0010647;GO:0010648;GO:0010817;GO:0014074;GO:0015740;GO:0015849;GO:0015893;GO:0015980;GO:0015985;GO:0015986;GO:0016042;GO:0016043;GO:0016070;GO:0016071;GO:0017144;GO:0018105;GO:0019216;GO:0019219;GO:0019222;GO:0019637;GO:0019693;GO:0019752;GO:0019755;GO:0019827;GO:0019889;GO:0019953;GO:0022008;GO:0022402;GO:0022412;GO:0022414;GO:0022607;GO:0022613;GO:0022900;GO:0022904;GO:0023051;GO:0023052;GO:0023056;GO:0023057;GO:0030030;GO:0030097;GO:0030098;GO:0030100;GO:0030154;GO:0030182;GO:0030217;GO:0030261;GO:0030522;GO:0030718;GO:0030855;GO:0031124;GO:0031175;GO:0031347;GO:0031349;GO:0031399;GO:0031400;GO:0031401;GO:0031589;GO:0032268;GO:0032269;GO:0032270;GO:0032386;GO:0032501;GO:0032502;GO:0032774;GO:0032787;GO:0032879;GO:0032880;GO:0032940;GO:0032989;GO:0033036;GO:0033043;GO:0033044;GO:0033157;GO:0033365;GO:0033554;GO:0033559;GO:0033673;GO:0033674;GO:0033865;GO:0033875;GO:0034032;GO:0034220;GO:0034504;GO:0034605;GO:0035050;GO:0035080;GO:0035214;GO:0035239;GO:0035295;GO:0035329;GO:0035556;GO:0036211;GO:0036230;GO:0040008;GO:0040027;GO:0040029;GO:0042110;GO:0042119;GO:0042127;GO:0042178;GO:0042221;GO:0042306;GO:0042307;GO:0042325;GO:0042326;GO:0042327;GO:0042440;GO:0042441;GO:0042445;GO:0042493;GO:0042558;GO:0042559;GO:0042594;GO:0042659;GO:0042737;GO:0042773;GO:0042775;GO:0042776;GO:0042981;GO:0043009;GO:0043010;GO:0043065;GO:0043066;GO:0043067;GO:0043068;GO:0043069;GO:0043085;GO:0043122;GO:0043170;GO:0043299;GO:0043312;GO:0043324;GO:0043406;GO:0043408;GO:0043412;GO:0043436;GO:0043474;GO:0043523;GO:0043549;GO:0043550;GO:0043648;GO:0043649;GO:0044085;GO:0044087;GO:0044088;GO:0044093;GO:0044106;GO:0044238;GO:0044267;GO:0044272;GO:0044281;GO:0044282;GO:0044283;GO:0044703;GO:0045055;GO:0045088;GO:0045132;GO:0045137;GO:0045165;GO:0045292;GO:0045321;GO:0045333;GO:0045570;GO:0045595;GO:0045637;GO:0045652;GO:0045704;GO:0045705;GO:0045859;GO:0045879;GO:0045892;GO:0045893;GO:0045927;GO:0045930;GO:0045934;GO:0045936;GO:0045937;GO:0045944;GO:0046034;GO:0046040;GO:0046148;GO:0046165;GO:0046173;GO:0046394;GO:0046395;GO:0046425;GO:0046427;GO:0046457;GO:0046578;GO:0046580;GO:0046620;GO:0046621;GO:0046649;GO:0046677;GO:0046683;GO:0046822;GO:0046824;GO:0046903;GO:0046942;GO:0048232;GO:0048285;GO:0048468;GO:0048477;GO:0048513;GO:0048518;GO:0048519;GO:0048522;GO:0048523;GO:0048534;GO:0048546;GO:0048562;GO:0048565;GO:0048568;GO:0048580;GO:0048581;GO:0048583;GO:0048584;GO:0048585;GO:0048592;GO:0048598;GO:0048608;GO:0048609;GO:0048638;GO:0048646;GO:0048666;GO:0048699;GO:0048707;GO:0048729;GO:0048731;GO:0048749;GO:0048856;GO:0048869;GO:0050688;GO:0050691;GO:0050776;GO:0050778;GO:0050789;GO:0050790;GO:0050793;GO:0050794;GO:0050848;GO:0050896;GO:0051049;GO:0051052;GO:0051056;GO:0051058;GO:0051094;GO:0051128;GO:0051129;GO:0051130;GO:0051174;GO:0051222;GO:0051223;GO:0051239;GO:0051240;GO:0051241;GO:0051246;GO:0051247;GO:0051248;GO:0051252;GO:0051253;GO:0051254;GO:0051276;GO:0051321;GO:0051338;GO:0051591;GO:0051592;GO:0051640;GO:0051641;GO:0051716;GO:0051726;GO:0051896;GO:0051960;GO:0055085;GO:0055086;GO:0055123;GO:0060043;GO:0060147;GO:0060255;GO:0060341;GO:0060429;GO:0060562;GO:0060627;GO:0060966;GO:0061062;GO:0061064;GO:0061065;GO:0061458;GO:0061982;GO:0065007;GO:0065009;GO:0070201;GO:0070228;GO:0070887;GO:0070972;GO:0071166;GO:0071277;GO:0071466;GO:0071840;GO:0071900;GO:0071901;GO:0071902;GO:0072002;GO:0072017;GO:0072025;GO:0072170;GO:0072207;GO:0072221;GO:0072234;GO:0072235;GO:0072243;GO:0072329;GO:0072330;GO:0072521;GO:0080090;GO:0080134;GO:0080135;GO:0090087;GO:0090304;GO:0090596;GO:0098609;GO:0098655;GO:0098727;GO:0098754;GO:0098813;GO:0098869;GO:0120036;GO:0140013;GO:0140014;GO:1900034;GO:1900180;GO:1900182;GO:1901135;GO:1901136;GO:1901687;GO:1901983;GO:1902275;GO:1902459;GO:1902531;GO:1902532;GO:1902533;GO:1902600;GO:1902679;GO:1902680;GO:1902895;GO:1903047;GO:1903146;GO:1903706;GO:1903725;GO:1903827;GO:1903828;GO:1903829;GO:1904589;GO:1904591;GO:1904892;GO:1904894;GO:1904951;GO:1905268;GO:1905269;GO:1990748;GO:2000026;GO:2000036;GO:2000106;GO:2000243;GO:2000756;GO:2001141;GO:2001233;GO:2001234;GO:2001251;GO:2001252	578	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0195	GO:0071014	post-mRNA release spliceosomal complex	GO:0071014	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0196	GO:0071241	obsolete cellular response to inorganic substance	GO:0071241	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0197	GO:0071310	obsolete cellular response to organic substance	GO:0071310	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0198	GO:0071339	MLL1 complex	GO:0071339	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0199	GO:0071407	obsolete cellular response to organic cyclic compound	GO:0071407	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0200	GO:0071426	obsolete ribonucleoprotein complex export from nucleus	GO:0071426	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0201	GO:0071495	cellular response to endogenous stimulus	GO:0071495	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0202	GO:0071704	obsolete organic substance metabolic process	GO:0071704	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0203	GO:0072503	obsolete cellular divalent inorganic cation homeostasis	GO:0072503	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0204	GO:0072507	obsolete divalent inorganic cation homeostasis	GO:0072507	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0205	GO:0072595	maintenance of protein localization in organelle	GO:0072595	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0206	GO:0090239	obsolete regulation of histone H4 acetylation	GO:0090239	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0207	GO:0097017	renal protein absorption	GO:0070293;GO:0097017	2	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0208	GO:0097159	obsolete organic cyclic compound binding	GO:0097159	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0209	GO:0097320	plasma membrane tubulation	GO:0097320	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0210	GO:0097552	mitochondrial double-strand break repair via homologous recombination	GO:0097552	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0211	GO:0097659	obsolete nucleic acid-templated transcription	GO:0097659	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0212	GO:0098586	cellular response to virus	GO:0098586	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0213	GO:0098660	obsolete inorganic ion transmembrane transport	GO:0098660	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0214	GO:0098662	obsolete inorganic cation transmembrane transport	GO:0098662	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0215	GO:0006873	intracellular monoatomic ion homeostasis	GO:0006873;GO:0006874;GO:0019725;GO:0030003;GO:0048878;GO:0050801;GO:0051480;GO:0055074;GO:0055080;GO:0055082;GO:0055088;GO:0055090;GO:0070328;GO:0098771;GO:0099566	15	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0216	GO:0030141	secretory granule	GO:0030141;GO:0070820;GO:0099503;GO:0101002	4	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0217	GO:1900271	regulation of long-term synaptic potentiation	GO:1900271	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0218	GO:1901214	obsolete regulation of neuron death	GO:1901214	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0219	GO:1901360	obsolete organic cyclic compound metabolic process	GO:1901360	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0220	GO:0006848	pyruvate transport	GO:0006848;GO:1901475	2	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0221	GO:1901564	obsolete organonitrogen compound metabolic process	GO:1901564	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0222	GO:1901565	obsolete organonitrogen compound catabolic process	GO:1901565	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0223	GO:1901566	obsolete organonitrogen compound biosynthetic process	GO:1901566	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0224	GO:1901605	obsolete alpha-amino acid metabolic process	GO:1901605	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0225	GO:1901606	obsolete alpha-amino acid catabolic process	GO:1901606	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0226	GO:1901607	obsolete alpha-amino acid biosynthetic process	GO:1901607	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0227	GO:1901617	obsolete organic hydroxy compound biosynthetic process	GO:1901617	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0228	GO:1901685	obsolete glutathione derivative metabolic process	GO:1901685	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0229	GO:1902221	obsolete erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	GO:1902221	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0230	GO:1902222	obsolete erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	GO:1902222	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0231	GO:1903506	obsolete regulation of nucleic acid-templated transcription	GO:1903506	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0232	GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	GO:1903507	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0233	GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	GO:1903508	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0234	GO:0051930	regulation of sensory perception of pain	GO:0051930;GO:0051931;GO:1904058	3	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0235	GO:1904754	positive regulation of vascular associated smooth muscle cell migration	GO:1904754	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0236	GO:2000027	regulation of animal organ morphogenesis	GO:2000027	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0237	GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	GO:2000112	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0238	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	GO:2000113	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0239	GO:1902807	negative regulation of cell cycle G1/S phase transition	GO:1901988;GO:1902807;GO:2000134	3	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_HT_Highly_Stable_0240	GO:2000310	regulation of NMDA receptor activity	GO:2000310	1	HT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0001	GO:0000722	telomere maintenance via recombination	GO:0000722;GO:0006312	2	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0002	GO:0003735	structural constituent of ribosome	GO:0003735	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0003	GO:0004497	monooxygenase activity	GO:0004497;GO:0004500;GO:0016491;GO:0016705;GO:0016715	5	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0004	GO:0004930	G protein-coupled receptor activity	GO:0004930	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0005	GO:0005576	extracellular region	GO:0005576	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0006	GO:0005739	mitochondrion	GO:0005739	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0007	GO:0005740	mitochondrial envelope	GO:0005740	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0008	GO:0031966	mitochondrial membrane	GO:0005743;GO:0019866;GO:0031966	3	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0009	GO:0009308	amine metabolic process	GO:0006576;GO:0006589;GO:0009308;GO:0009713;GO:0009820;GO:0009822;GO:0019336;GO:0019614;GO:0042415;GO:0042420;GO:0042421;GO:0042423;GO:0042424;GO:0042737;GO:0044106;GO:0046189;GO:0046333	17	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0010	GO:0008207	C21-steroid hormone metabolic process	GO:0008207	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0011	GO:0016098	monoterpenoid metabolic process	GO:0016098	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0012	GO:0020037	heme binding	GO:0020037	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0013	GO:0044391	ribosomal subunit	GO:0030684;GO:0044391	2	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0014	GO:0042136	obsolete neurotransmitter biosynthetic process	GO:0042136	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0015	GO:0042439	obsolete ethanolamine-containing compound metabolic process	GO:0042439	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0016	GO:0044429	obsolete mitochondrial part	GO:0044429	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0017	GO:0044445	obsolete cytosolic part	GO:0044445	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0018	GO:0070647	protein modification by small protein conjugation or removal	GO:0070647	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0019	GO:0070989	oxidative demethylation	GO:0070989	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Highly_Stable_0020	GO:1901617	obsolete organic hydroxy compound biosynthetic process	GO:1901617	1	LT	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0001	GO:0000405	bubble DNA binding	GO:0000405	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0002	GO:0004222	metalloendopeptidase activity	GO:0004222;GO:0008237	2	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0003	GO:0005576	extracellular region	GO:0005576	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0004	GO:0005604	basement membrane	GO:0005604	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0005	GO:0005615	obsolete extracellular space	GO:0005615	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0006	GO:0005730	nucleolus	GO:0005730	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0007	GO:0006805	xenobiotic metabolic process	GO:0006805	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0008	GO:0008061	chitin binding	GO:0008061	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0009	GO:0030684	preribosome	GO:0030684	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_LT_Low_Stability_0010	GO:0071013	catalytic step 2 spliceosome	GO:0071013	1	LT	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0001	GO:0003674	molecular_function	GO:0003674;GO:0003824;GO:0005488	3	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0002	GO:0005622	intracellular anatomical structure	GO:0005622;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0031974;GO:0031981;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043233;GO:0070013	15	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0003	GO:0005623	obsolete cell	GO:0005623	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0004	GO:0006725	obsolete cellular aromatic compound metabolic process	GO:0006725	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0005	GO:0006807	obsolete nitrogen compound metabolic process	GO:0006807	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0006	GO:0006974	DNA damage response	GO:0006974	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0007	GO:0034470	obsolete ncRNA processing	GO:0034470	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_OSM_Highly_Stable_0008	GO:0034641	obsolete cellular nitrogen compound metabolic process	GO:0034641	1	OSM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
