evidence_row_id	condition	FSF_region	source	term_id	official_term_name	official_namespace_or_identifier_type	adjusted_p	enrichment_measure	significant_term_count_context	mapping_status	candidate_theme_ids	candidate_themes	theme_assignment_status
SEMANTIC_EVIDENCE_02037	GAM	Stable	GO	GO:0008340	determination of adult lifespan	biological_process	3.11557921660347e-06	2.29622741764081	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02038	GAM	Stable	GO	GO:0007264	small GTPase-mediated signal transduction	biological_process	3.195170333792e-06	2.78792939260527	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02039	GAM	Stable	GO	GO:1902115	regulation of organelle assembly	biological_process	3.224436395799e-06	3.04996428633648	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02040	GAM	Stable	GO	GO:0032279	asymmetric synapse	cellular_component	3.27619245795534e-06	2.84266955876145	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02041	GAM	Stable	GO	GO:0015031	protein transport	biological_process	3.27731440903193e-06	1.75241276106617	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02042	GAM	Stable	GO	GO:0090132	epithelium migration	biological_process	3.30961023229968e-06	2.58822664887964	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02043	GAM	Stable	GO	GO:0030506	ankyrin binding	molecular_function	3.40092637307814e-06	7.15568544102019	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02044	GAM	Stable	GO	GO:0035076	ecdysone receptor signaling pathway	biological_process	3.40092637307814e-06	7.15568544102019	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02045	GAM	Stable	GO	GO:2000241	regulation of reproductive process	biological_process	3.57356913496081e-06	2.19099163340683	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02046	GAM	Stable	GO	GO:0035075	response to ecdysone	biological_process	3.5848232171428e-06	4.66675137457839	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02047	GAM	Stable	GO	GO:0060810	intracellular mRNA localization involved in pattern specification process	biological_process	3.5848232171428e-06	4.66675137457839	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02048	GAM	Stable	GO	GO:0050657	nucleic acid transport	biological_process	3.65677143068429e-06	2.76994275136266	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02049	GAM	Stable	GO	GO:0044456	obsolete synapse part	cellular_component	3.81641990624308e-06	1.87871277988175	3174	obsolete	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02050	GAM	Stable	GO	GO:0007088	regulation of mitotic nuclear division	biological_process	3.83514582065177e-06	2.88286607695777	3174	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02051	GAM	Stable	GO	GO:2000045	regulation of G1/S transition of mitotic cell cycle	biological_process	3.96192262930134e-06	3.3854855849988	3174	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02052	GAM	Stable	GO	GO:0030100	regulation of endocytosis	biological_process	4.03324458212093e-06	2.6092554646814	3174	mapped	C03;H13	Broad regulatory and signaling processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02053	GAM	Stable	GO	GO:0051427	hormone receptor binding	molecular_function	4.04092872371438e-06	3.18030464045342	3174	mapped	H12	Endocrine and physiological regulation	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02054	GAM	Stable	GO	GO:0070469	obsolete respirasome	cellular_component	4.055464829817e-06	3.66909108139163	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02055	GAM	Stable	GO	GO:0033045	regulation of sister chromatid segregation	biological_process	4.13030171639853e-06	3.49463707584707	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02056	GAM	Stable	GO	GO:0031965	nuclear membrane	cellular_component	4.19479670321338e-06	2.75218670808469	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02057	GAM	Stable	GO	GO:0009314	response to radiation	biological_process	4.25518548595473e-06	1.99055038647084	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02058	GAM	Stable	GO	GO:0051307	meiotic chromosome separation	biological_process	4.28247083862383e-06	6.29700318809777	3174	mapped	H03;H04	Cell cycle and division; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02059	GAM	Stable	GO	GO:1901265	nucleoside phosphate binding	molecular_function	4.29427889866243e-06	1.81653764197425	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02060	GAM	Stable	GO	GO:0098984	neuron to neuron synapse	cellular_component	4.33060516077783e-06	2.80425510526467	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02061	GAM	Stable	GO	GO:0010770	positive regulation of cell morphogenesis	biological_process	4.40408426160901e-06	3.00077131397621	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02062	GAM	Stable	GO	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	4.54516255579937e-06	1.97282916364575	3174	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02063	GAM	Stable	GO	GO:0071705	nitrogen compound transport	biological_process	4.54516255579937e-06	1.63241550481745	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02064	GAM	Stable	GO	GO:0051294	establishment of spindle orientation	biological_process	4.67642190910753e-06	4.320413851182	3174	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02065	GAM	Stable	GO	GO:0098798	mitochondrial protein-containing complex	cellular_component	4.77443199233927e-06	2.34509805374523	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02066	GAM	Stable	GO	GO:0051961	negative regulation of nervous system development	biological_process	4.89479296845339e-06	2.23297985393538	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02067	GAM	Stable	GO	GO:0033267	obsolete axon part	cellular_component	4.91994030161082e-06	2.18711980257096	3174	obsolete	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02068	GAM	Stable	GO	GO:0099572	postsynaptic specialization	cellular_component	4.98290995059036e-06	2.78543460120249	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02069	GAM	Stable	GO	GO:0007391	dorsal closure	biological_process	5.01073592694101e-06	3.45446883359595	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02070	GAM	Stable	GO	GO:0033157	regulation of intracellular protein transport	biological_process	5.19986786466886e-06	2.67260540568224	3174	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02071	GAM	Stable	GO	GO:1901654	response to ketone	biological_process	5.35984005265577e-06	2.53430526036132	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02072	GAM	Stable	GO	GO:0003697	single-stranded DNA binding	molecular_function	5.74971188688041e-06	3.31421220426198	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02073	GAM	Stable	GO	GO:0045184	establishment of protein localization	biological_process	5.8803727328256e-06	1.70794138098424	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02074	GAM	Stable	GO	GO:0009755	hormone-mediated signaling pathway	biological_process	5.91538045157363e-06	3.0320701021272	3174	mapped	H11;H12;H13	Broad regulatory and signaling processes; Endocrine and physiological regulation; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02075	GAM	Stable	GO	GO:0098609	cell-cell adhesion	biological_process	5.91538045157363e-06	2.8219604556136	3174	mapped	H08	Cell adhesion and extracellular organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02076	GAM	Stable	GO	GO:0035092	sperm DNA condensation	biological_process	6.61124243937032e-06	8.806997465871	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02077	GAM	Stable	GO	GO:0099513	polymeric cytoskeletal fiber	cellular_component	6.61124243937032e-06	2.55283913030991	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02078	GAM	Stable	GO	GO:0043069	negative regulation of programmed cell death	biological_process	6.72950066593133e-06	1.87927092390429	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02079	GAM	Stable	GO	GO:0045859	regulation of protein kinase activity	biological_process	6.8616817932859e-06	2.03351918699233	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02080	GAM	Stable	GO	GO:0000724	double-strand break repair via homologous recombination	biological_process	6.90769603789205e-06	3.27968916046759	3174	mapped	H02	DNA repair and genome maintenance	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02081	GAM	Stable	GO	GO:0042773	ATP synthesis coupled electron transport	biological_process	6.95551434636245e-06	3.56856803806583	3174	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02082	GAM	Stable	GO	GO:0008285	negative regulation of cell population proliferation	biological_process	7.26041105031334e-06	1.95768752631684	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02083	GAM	Stable	GO	GO:0043066	negative regulation of apoptotic process	biological_process	7.41969878890163e-06	1.88462497212054	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02084	GAM	Stable	GO	GO:0010631	epithelial cell migration	biological_process	7.45618524832992e-06	2.5391141887491	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02085	GAM	Stable	GO	GO:0098794	postsynapse	cellular_component	7.88901329864912e-06	2.19407776588772	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02086	GAM	Stable	GO	GO:1901988	negative regulation of cell cycle phase transition	biological_process	7.9280397184541e-06	3.0667223318658	3174	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02087	GAM	Stable	GO	GO:0046580	negative regulation of Ras protein signal transduction	biological_process	8.00099127292692e-06	4.1633078929572	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02088	GAM	Stable	GO	GO:0030880	RNA polymerase complex	cellular_component	8.13915847173095e-06	2.98153560042508	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02089	GAM	Stable	GO	GO:0040013	negative regulation of locomotion	biological_process	8.18125503996122e-06	2.90699721041445	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02090	GAM	Stable	GO	GO:0046843	dorsal appendage formation	biological_process	8.73370968966063e-06	4.65951610112943	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02091	GAM	Stable	GO	GO:0008213	protein alkylation	biological_process	8.91544065524503e-06	3.13487171701837	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02092	GAM	Stable	GO	GO:1901991	negative regulation of mitotic cell cycle phase transition	biological_process	8.91544065524503e-06	3.13487171701837	3174	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02093	GAM	Stable	GO	GO:0008037	cell recognition	biological_process	9.36256405431478e-06	2.82048915193497	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02094	GAM	Stable	GO	GO:0008623	CHRAC	cellular_component	9.44450436670708e-06	12.2668893274632	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02095	GAM	Stable	GO	GO:0071547	piP-body	cellular_component	9.44450436670708e-06	12.2668893274632	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02096	GAM	Stable	GO	GO:0007317	regulation of germ plasm oskar mRNA localization	biological_process	9.57832618004709e-06	5.36676408076514	3174	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02097	GAM	Stable	GO	GO:0017048	small GTPase binding	molecular_function	9.57832618004709e-06	3.73340109966271	3174	alternate_id			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02098	GAM	Stable	GO	GO:0030717	oocyte karyosome formation	biological_process	9.57832618004709e-06	5.36676408076514	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02099	GAM	Stable	GO	GO:0043242	negative regulation of protein-containing complex disassembly	biological_process	9.57832618004709e-06	5.36676408076514	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02100	GAM	Stable	GO	GO:0061988	karyosome formation	biological_process	9.57832618004709e-06	5.36676408076514	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02101	GAM	Stable	GO	GO:1902875	regulation of embryonic pattern specification	biological_process	9.57832618004709e-06	5.36676408076514	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02102	GAM	Stable	GO	GO:0010529	obsolete negative regulation of transposition	biological_process	9.78619023122395e-06	6.50516858274563	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02103	GAM	Stable	GO	GO:0071496	cellular response to external stimulus	biological_process	1.00906282990346e-05	2.27164617175244	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02104	GAM	Stable	GO	GO:0071417	obsolete cellular response to organonitrogen compound	biological_process	1.0146355125416e-05	2.02225892898397	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02105	GAM	Stable	GO	GO:0070925	organelle assembly	biological_process	1.01596498115396e-05	1.8082959598246	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02106	GAM	Stable	GO	GO:0003684	damaged DNA binding	molecular_function	1.02141086567199e-05	4.08896310915439	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02107	GAM	Stable	GO	GO:0034332	adherens junction organization	biological_process	1.02141086567199e-05	4.08896310915439	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02108	GAM	Stable	GO	GO:0048471	perinuclear region of cytoplasm	cellular_component	1.02141086567199e-05	1.92339608665235	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02109	GAM	Stable	GO	GO:0098722	asymmetric stem cell division	biological_process	1.02141086567199e-05	4.08896310915439	3174	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02110	GAM	Stable	GO	GO:0006479	protein methylation	biological_process	1.03993186289906e-05	3.10529745553706	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02111	GAM	Stable	GO	GO:0009411	response to UV	biological_process	1.03993186289906e-05	3.10529745553706	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02112	GAM	Stable	GO	GO:0030336	negative regulation of cell migration	biological_process	1.03993186289906e-05	3.10529745553706	3174	mapped	C05;H13	Broad regulatory and signaling processes; Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02113	GAM	Stable	GO	GO:0031252	cell leading edge	cellular_component	1.04949108379937e-05	2.49881078892769	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02114	GAM	Stable	GO	GO:0006401	RNA catabolic process	biological_process	1.05857844401362e-05	2.41474941617962	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02115	GAM	Stable	GO	GO:0006886	intracellular protein transport	biological_process	1.07502264624523e-05	1.80503776890599	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02116	GAM	Stable	GO	GO:0007015	actin filament organization	biological_process	1.10533770137078e-05	2.57937498455379	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02117	GAM	Stable	GO	GO:0016779	nucleotidyltransferase activity	molecular_function	1.13123027546956e-05	3.40746925762866	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02118	GAM	Stable	GO	GO:0012505	endomembrane system	cellular_component	1.13475615931235e-05	1.35951391604183	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02119	GAM	Stable	GO	GO:0001568	blood vessel development	biological_process	1.13603589239882e-05	2.28747321475236	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02120	GAM	Stable	GO	GO:0044403	biological process involved in symbiotic interaction	biological_process	1.14646374630772e-05	2.53018711726681	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02121	GAM	Stable	GO	GO:0005643	nuclear pore	cellular_component	1.15526095883388e-05	4.55361800792194	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02122	GAM	Stable	GO	GO:0043044	chromatin remodeling	biological_process	1.15526095883388e-05	4.55361800792194	3174	alternate_id	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02123	GAM	Stable	GO	GO:0097306	cellular response to alcohol	biological_process	1.15526095883388e-05	3.18030464045342	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02124	GAM	Stable	GO	GO:0033674	positive regulation of kinase activity	biological_process	1.2337051524406e-05	2.20174936646775	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02125	GAM	Stable	GO	GO:0016055	Wnt signaling pathway	biological_process	1.2582075459002e-05	2.98672087973017	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02126	GAM	Stable	GO	GO:2000146	negative regulation of cell motility	biological_process	1.2582075459002e-05	2.98672087973017	3174	mapped	C05;H13	Broad regulatory and signaling processes; Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02127	GAM	Stable	GO	GO:0051271	obsolete negative regulation of cellular component movement	biological_process	1.26588501537926e-05	2.90881521992691	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02128	GAM	Stable	GO	GO:0070848	response to growth factor	biological_process	1.28728311726251e-05	2.17451925062804	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02129	GAM	Stable	GO	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	biological_process	1.29866717529538e-05	4.01722691425695	3174	mapped	H11;H12;H13	Broad regulatory and signaling processes; Endocrine and physiological regulation; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02130	GAM	Stable	GO	GO:0051058	negative regulation of small GTPase mediated signal transduction	biological_process	1.29866717529538e-05	4.01722691425695	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02131	GAM	Stable	GO	GO:0071826	protein-RNA complex organization	biological_process	1.32706363972184e-05	2.3633456502452	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02132	GAM	Stable	GO	GO:0034333	adherens junction assembly	biological_process	1.36199195231995e-05	5.2041348661965	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02133	GAM	Stable	GO	GO:0015399	primary active transmembrane transporter activity	molecular_function	1.36644923453097e-05	3.14850159404888	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02134	GAM	Stable	GO	GO:0015405	ATPase-coupled transmembrane transporter activity	molecular_function	1.36644923453097e-05	3.14850159404888	3174	alternate_id	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02135	GAM	Stable	GO	GO:0071897	DNA biosynthetic process	biological_process	1.42430696513559e-05	3.48610316357394	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02136	GAM	Stable	GO	GO:0032101	regulation of response to external stimulus	biological_process	1.46189481420377e-05	1.96644790745593	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02137	GAM	Stable	GO	GO:0031347	regulation of defense response	biological_process	1.46780049123786e-05	2.23615170031881	3174	mapped	C04;H13	Broad regulatory and signaling processes; Immune and defense processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02138	GAM	Stable	GO	GO:0150034	distal axon	cellular_component	1.47778396342007e-05	2.18573664380253	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02139	GAM	Stable	GO	GO:0010942	obsolete positive regulation of cell death	biological_process	1.54690175002304e-05	1.89746265627052	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02140	GAM	Stable	GO	GO:1901880	negative regulation of protein depolymerization	biological_process	1.54690175002304e-05	5.62232427508729	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02141	GAM	Stable	GO	GO:2000243	positive regulation of reproductive process	biological_process	1.62079099176744e-05	3.11732831093949	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02142	GAM	Stable	GO	GO:0040014	regulation of multicellular organism growth	biological_process	1.63187502961803e-05	2.62677060493146	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02143	GAM	Stable	GO	GO:0002039	p53 binding	molecular_function	1.65203766519647e-05	3.94796438125252	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02144	GAM	Stable	GO	GO:0043244	regulation of protein-containing complex disassembly	biological_process	1.65203766519647e-05	3.94796438125252	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02145	GAM	Stable	GO	GO:0071407	obsolete cellular response to organic cyclic compound	biological_process	1.72880891174404e-05	1.98451009564293	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02146	GAM	Stable	GO	GO:0000932	P-body	cellular_component	1.7608220803073e-05	3.74297392299518	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02147	GAM	Stable	GO	GO:0031058	obsolete positive regulation of histone modification	biological_process	1.77667858423908e-05	3.5778427205101	3174	obsolete	H03;H13	Broad regulatory and signaling processes; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02148	GAM	Stable	GO	GO:0043297	apical junction assembly	biological_process	1.77667858423908e-05	3.5778427205101	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02149	GAM	Stable	GO	GO:0045178	basal part of cell	cellular_component	1.77667858423908e-05	3.5778427205101	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02150	GAM	Stable	GO	GO:0005509	calcium ion binding	molecular_function	1.89790988719298e-05	2.12020309363561	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02151	GAM	Stable	GO	GO:0035330	regulation of hippo signaling	biological_process	1.92594159658916e-05	5.05107207601425	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02152	GAM	Stable	GO	GO:0045451	germ plasm oskar mRNA localization	biological_process	1.92594159658916e-05	5.05107207601425	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02153	GAM	Stable	GO	GO:0051985	negative regulation of chromosome segregation	biological_process	1.92594159658916e-05	5.05107207601425	3174	mapped	H03;H13	Broad regulatory and signaling processes; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02154	GAM	Stable	GO	GO:0010968	regulation of microtubule nucleation	biological_process	1.93096820360083e-05	14.3113708820404	3174	mapped	C05;H13	Broad regulatory and signaling processes; Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02155	GAM	Stable	GO	GO:0006333	chromatin organization	biological_process	1.96191040181352e-05	3.28997031771043	3174	alternate_id	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02156	GAM	Stable	GO	GO:0000428	DNA-directed RNA polymerase complex	cellular_component	1.97772659071928e-05	2.91078729804211	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
