condition	feature_id	p_up	p_down	p_const	ssi	dominant_state	stability_region	signal_class
UV	RvY_11636	0.642857142857143	0.0714285714285714	0.285714285714286	0.642857142857143	up	Transitional	Transitional Up
UV	RvY_11637-1	0.285714285714286	0.428571428571429	0.285714285714286	0.428571428571429	down	Low Stability	Low Stability
UV	RvY_11638-1	0.0714285714285714	0.0714285714285714	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11639-1	0.0714285714285714	0.0714285714285714	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11640-1	0.571428571428571	0.0714285714285714	0.357142857142857	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11641-1	0	0.0714285714285714	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11643-1	0.214285714285714	0.428571428571429	0.357142857142857	0.428571428571429	down	Low Stability	Low Stability
UV	RvY_11644	0.142857142857143	0.5	0.357142857142857	0.5	down	Low Stability	Low Stability
UV	RvY_11645-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11646-1	0.857142857142857	0	0.142857142857143	0.857142857142857	up	Stable	Stable Up
UV	RvY_11647-1	0.285714285714286	0.0714285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11648-1	0.428571428571429	0.214285714285714	0.357142857142857	0.428571428571429	up	Low Stability	Low Stability
UV	RvY_11649	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11650-1	0.214285714285714	0.142857142857143	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11651-1	0.642857142857143	0.142857142857143	0.214285714285714	0.642857142857143	up	Transitional	Transitional Up
UV	RvY_11652-1	0	0.357142857142857	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11653-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11655	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11656-1	0.428571428571429	0.214285714285714	0.357142857142857	0.428571428571429	up	Low Stability	Low Stability
UV	RvY_11657-1	0.0714285714285714	0.214285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11662-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11663-1	0	0.285714285714286	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11665-1	0.214285714285714	0.214285714285714	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11666-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11667-1	0.357142857142857	0.357142857142857	0.285714285714286	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_11668-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11669-1	0.428571428571429	0.0714285714285714	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11670-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11671-1	0.0714285714285714	0.142857142857143	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11672-1	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11673-1	0.0714285714285714	0.0714285714285714	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11674-2	0.285714285714286	0.142857142857143	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11675-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11676-1	0.214285714285714	0.357142857142857	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11677-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11678	0.285714285714286	0.142857142857143	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11679-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11680-1	0.0714285714285714	0.285714285714286	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11681	0.142857142857143	0.142857142857143	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11682-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11683-1	0.571428571428571	0.214285714285714	0.214285714285714	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11685-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11686-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11687	0.285714285714286	0.0714285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11690-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11692-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11693-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11696-1	0.928571428571429	0	0.0714285714285714	0.928571428571429	up	Highly Stable	Highly Stable Up
UV	RvY_11697	0.5	0.0714285714285714	0.428571428571429	0.5	up	Low Stability	Low Stability
UV	RvY_11698-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11699-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11700-1	0	0.285714285714286	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11701-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11702-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11703-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11704-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11705-1	0.142857142857143	0.142857142857143	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11706-1	0	0.285714285714286	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11707-1	0.0714285714285714	0.357142857142857	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11708-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11709-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11710-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11711-1	0.571428571428571	0.0714285714285714	0.357142857142857	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11715-1	0.214285714285714	0.571428571428571	0.214285714285714	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11723-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11728-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11729-1	0.142857142857143	0.142857142857143	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11730	0.642857142857143	0	0.357142857142857	0.642857142857143	up	Transitional	Transitional Up
UV	RvY_11731-1	0	0.357142857142857	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11732-1	0.142857142857143	0.214285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11733-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11734-1	0.0714285714285714	0.142857142857143	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11735-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11736-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11737	0.0714285714285714	0.214285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11738-1	0.142857142857143	0.642857142857143	0.214285714285714	0.642857142857143	down	Transitional	Transitional Down
UV	RvY_11740-1	0.142857142857143	0.0714285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11741	0.142857142857143	0.214285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11742-1	0.571428571428571	0	0.428571428571429	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11744-1	0.642857142857143	0	0.357142857142857	0.642857142857143	up	Transitional	Transitional Up
UV	RvY_11751-1	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11752-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11754-1	0.285714285714286	0.357142857142857	0.357142857142857	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_11755-1	0	0.5	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11756-1	0.357142857142857	0.142857142857143	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11757-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11761-1	0	0.714285714285714	0.285714285714286	0.714285714285714	down	Transitional	Transitional Down
UV	RvY_11763-1	0.214285714285714	0.357142857142857	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11767-1	0.0714285714285714	0.357142857142857	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11768-1	0.0714285714285714	0.142857142857143	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11769	0.357142857142857	0.0714285714285714	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11771-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11774-1	0	0.714285714285714	0.285714285714286	0.714285714285714	down	Transitional	Transitional Down
UV	RvY_11775-1	0	0.928571428571429	0.0714285714285714	0.928571428571429	down	Highly Stable	Highly Stable Down
UV	RvY_11777-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11778-1	0	0.0714285714285714	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11779-1	0.0714285714285714	0.142857142857143	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11780-1	0.285714285714286	0.5	0.214285714285714	0.5	down	Low Stability	Low Stability
UV	RvY_11783-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11784-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11787-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11788-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11789-1	0.142857142857143	0.571428571428571	0.285714285714286	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11790-1	0.142857142857143	0.571428571428571	0.285714285714286	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11793	0.0714285714285714	0.785714285714286	0.142857142857143	0.785714285714286	down	Stable	Stable Down
UV	RvY_11795-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11796-1	0	0.571428571428571	0.428571428571429	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11797	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11798-1	0.285714285714286	0.214285714285714	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11802-1	0.428571428571429	0	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11803-1	0.0714285714285714	0.714285714285714	0.214285714285714	0.714285714285714	down	Transitional	Transitional Down
UV	RvY_11805	0	0.714285714285714	0.285714285714286	0.714285714285714	down	Transitional	Transitional Down
UV	RvY_11806-1	0.142857142857143	0.357142857142857	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11807-1	0.785714285714286	0	0.214285714285714	0.785714285714286	up	Stable	Stable Up
UV	RvY_11808-1	0	0.571428571428571	0.428571428571429	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11809-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11810-1	0	0.428571428571429	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11811	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11812-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11813	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11814	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11815-1	0.214285714285714	0.142857142857143	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11817-1	0.214285714285714	0.0714285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11818-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11820-1	0.142857142857143	0.0714285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11821-1	0.571428571428571	0.0714285714285714	0.357142857142857	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11822-1	0.142857142857143	0.0714285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11823-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11824-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11825-1	0.0714285714285714	0.5	0.428571428571429	0.5	down	Low Stability	Low Stability
UV	RvY_11826	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11827	0.214285714285714	0.357142857142857	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11832	0.142857142857143	0.142857142857143	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11833-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11834-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11835-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11837-1	0	0.571428571428571	0.428571428571429	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11838-1	0.285714285714286	0.214285714285714	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11843-1	0.0714285714285714	0.428571428571429	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11844-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11845-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11846-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11847-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11848-1	0	0.714285714285714	0.285714285714286	0.714285714285714	down	Transitional	Transitional Down
UV	RvY_11851-1	0	0.428571428571429	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11852-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11854-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11855-1	0.428571428571429	0	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11856-1	0.5	0.214285714285714	0.285714285714286	0.5	up	Low Stability	Low Stability
UV	RvY_11857	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11858-1	0.214285714285714	0.357142857142857	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11859-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11860-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11861-1	0	0.571428571428571	0.428571428571429	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11862-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11864-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11865	0.0714285714285714	0.285714285714286	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11866-1	0.285714285714286	0.0714285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11867-1	1	0	0	1	up	Highly Stable	Highly Stable Up
UV	RvY_11868-1	0.428571428571429	0.0714285714285714	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11871-1	0	0.785714285714286	0.214285714285714	0.785714285714286	down	Stable	Stable Down
UV	RvY_11873-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11875	0.214285714285714	0.142857142857143	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11877-1	0.0714285714285714	0.357142857142857	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11878-1	0.5	0.214285714285714	0.285714285714286	0.5	up	Low Stability	Low Stability
UV	RvY_11879	0	1	0	1	down	Highly Stable	Highly Stable Down
UV	RvY_11880-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11881	0.5	0.357142857142857	0.142857142857143	0.5	up	Low Stability	Low Stability
UV	RvY_11887-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11888-1	0	0.428571428571429	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11889	0.214285714285714	0.0714285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11890-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11891	0.428571428571429	0.142857142857143	0.428571428571429	0.428571428571429	tied	Low Stability	Low Stability
UV	RvY_11893-1	0.357142857142857	0.142857142857143	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11894-1	0.857142857142857	0	0.142857142857143	0.857142857142857	up	Stable	Stable Up
UV	RvY_11895-1	0.785714285714286	0	0.214285714285714	0.785714285714286	up	Stable	Stable Up
UV	RvY_11896	0.285714285714286	0.0714285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11898-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11899-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11903-1	0	0.785714285714286	0.214285714285714	0.785714285714286	down	Stable	Stable Down
UV	RvY_11904	0.142857142857143	0.357142857142857	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11905-1	0.142857142857143	0.142857142857143	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11907-1	0.0714285714285714	0.428571428571429	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11908-1	0	0.785714285714286	0.214285714285714	0.785714285714286	down	Stable	Stable Down
UV	RvY_11909-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11910-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11912-1	0.0714285714285714	0.285714285714286	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11913-1	0.214285714285714	0.214285714285714	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11914-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11916-1	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11917-1	0.142857142857143	0.357142857142857	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11918-1	0.571428571428571	0.142857142857143	0.285714285714286	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11919-1	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11920-1	0.285714285714286	0.357142857142857	0.357142857142857	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_11921	0.857142857142857	0	0.142857142857143	0.857142857142857	up	Stable	Stable Up
UV	RvY_11924-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11925-1	0.0714285714285714	0.214285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11927-1	0.785714285714286	0.0714285714285714	0.142857142857143	0.785714285714286	up	Stable	Stable Up
UV	RvY_11928	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11929-1	0.5	0.0714285714285714	0.428571428571429	0.5	up	Low Stability	Low Stability
UV	RvY_11930-1	0.714285714285714	0.0714285714285714	0.214285714285714	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11931-1	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11932	0.214285714285714	0	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11934-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11935-1	0.142857142857143	0	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11938	0	0.571428571428571	0.428571428571429	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11939-1	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	constant	Low Stability	Low Stability
UV	RvY_11940-1	0.5	0.0714285714285714	0.428571428571429	0.5	up	Low Stability	Low Stability
UV	RvY_11941-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11942-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11943-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11944	0.428571428571429	0	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11945-1	0.0714285714285714	0.214285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11946-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
UV	RvY_11950	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11951-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11952-1	0	0.214285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11953-1	0.5	0	0.5	0.5	tied	Low Stability	Low Stability
UV	RvY_11954-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11955-1	0.357142857142857	0.285714285714286	0.357142857142857	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_11957-1	0.428571428571429	0.142857142857143	0.428571428571429	0.428571428571429	tied	Low Stability	Low Stability
UV	RvY_11958	0.5	0.0714285714285714	0.428571428571429	0.5	up	Low Stability	Low Stability
UV	RvY_11959-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11962-1	0.0714285714285714	0	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11963-1	0.214285714285714	0.285714285714286	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11964-1	0.0714285714285714	0.142857142857143	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11965-1	0.357142857142857	0.142857142857143	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11966	0.571428571428571	0	0.428571428571429	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11967-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_11968-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11969	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11970-1	0	0.142857142857143	0.857142857142857	0.857142857142857	constant	Stable	Stable Constant
UV	RvY_11971-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11972-1	0	0.857142857142857	0.142857142857143	0.857142857142857	down	Stable	Stable Down
UV	RvY_11973-1	0.571428571428571	0.0714285714285714	0.357142857142857	0.571428571428571	up	Transitional	Transitional Up
UV	RvY_11974-1	0.428571428571429	0	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11977-1	0.214285714285714	0.571428571428571	0.214285714285714	0.571428571428571	down	Transitional	Transitional Down
UV	RvY_11979-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11981-1	0	0.0714285714285714	0.928571428571429	0.928571428571429	constant	Highly Stable	Highly Stable Constant
UV	RvY_11982-1	0.357142857142857	0.0714285714285714	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11983	0.428571428571429	0.0714285714285714	0.5	0.5	constant	Low Stability	Low Stability
UV	RvY_11984-1	0.142857142857143	0.0714285714285714	0.785714285714286	0.785714285714286	constant	Stable	Stable Constant
UV	RvY_11988-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11989-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11990-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_11994-1	0.5	0.428571428571429	0.0714285714285714	0.5	up	Low Stability	Low Stability
UV	RvY_11995	0.857142857142857	0	0.142857142857143	0.857142857142857	up	Stable	Stable Up
UV	RvY_11996-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_11997-1	0	0.428571428571429	0.571428571428571	0.571428571428571	constant	Transitional	Transitional Constant
UV	RvY_11998-1	0.357142857142857	0.357142857142857	0.285714285714286	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_11999-1	0.0714285714285714	0.285714285714286	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_12000-1	0	0	1	1	constant	Highly Stable	Highly Stable Constant
UV	RvY_12003-1	0.357142857142857	0	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_12004-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_12007-1	0.214285714285714	0.142857142857143	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_12008	0	0.642857142857143	0.357142857142857	0.642857142857143	down	Transitional	Transitional Down
UV	RvY_12009	0.142857142857143	0.214285714285714	0.642857142857143	0.642857142857143	constant	Transitional	Transitional Constant
UV	RvY_12010-1	0.285714285714286	0	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_12011-1	0.214285714285714	0.0714285714285714	0.714285714285714	0.714285714285714	constant	Transitional	Transitional Constant
UV	RvY_12012-1	0.357142857142857	0.285714285714286	0.357142857142857	0.357142857142857	tied	Low Stability	Low Stability
UV	RvY_12013-1	0.714285714285714	0	0.285714285714286	0.714285714285714	up	Transitional	Transitional Up
