kegg_term	enrichment_type	gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count	kegg_name	kegg_description_if_available	source_version	mapping_status
map05012	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	34	137	0.0764044943820225	0.0292735042735043	2.61002214385303	8.63732987898234e-08	3.42254196454675e-06	TRUE	RvY_00947-1;RvY_01156-1;RvY_01363-1;RvY_01500-1;RvY_02509-1;RvY_03270-1;RvY_04218-1;RvY_05584-1;RvY_05591-1;RvY_05711-1;RvY_07406-1;RvY_09499-1;RvY_10035-1;RvY_10059;RvY_10068-1;RvY_12068-1;RvY_13057-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_15452-1;RvY_16632-1;RvY_16760-1;RvY_17896-1;atp6;cob;cox1;cox2;nad1;nad2;nad3;nad5;nad6	1233	1110	Parkinson disease		KEGG PATHWAY 2026-09-17	mapped
ko05010	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	35	146	0.0786516853932584	0.0311965811965812	2.52116361397568	1.40481553705859e-07	4.9480725027508e-06	TRUE	RvY_00947-1;RvY_01156-1;RvY_01363-1;RvY_01500-1;RvY_02509-1;RvY_03270-1;RvY_04218-1;RvY_05584-1;RvY_05591-1;RvY_05711-1;RvY_06352-1;RvY_07406-1;RvY_09238-1;RvY_09499-1;RvY_10035-1;RvY_10059;RvY_10068-1;RvY_12068-1;RvY_12626;RvY_12738;RvY_12740-1;RvY_13057-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_15452-1;RvY_15939-1;RvY_16035-1;RvY_16632-1;RvY_16760-1;atp6;cob;cox1;cox2	1233	1110	Alzheimer disease		KEGG PATHWAY 2026-09-17	mapped
map05010	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	35	146	0.0786516853932584	0.0311965811965812	2.52116361397568	1.40481553705859e-07	4.9480725027508e-06	TRUE	RvY_00947-1;RvY_01156-1;RvY_01363-1;RvY_01500-1;RvY_02509-1;RvY_03270-1;RvY_04218-1;RvY_05584-1;RvY_05591-1;RvY_05711-1;RvY_06352-1;RvY_07406-1;RvY_09238-1;RvY_09499-1;RvY_10035-1;RvY_10059;RvY_10068-1;RvY_12068-1;RvY_12626;RvY_12738;RvY_12740-1;RvY_13057-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_15452-1;RvY_15939-1;RvY_16035-1;RvY_16632-1;RvY_16760-1;atp6;cob;cox1;cox2	1233	1110	Alzheimer disease		KEGG PATHWAY 2026-09-17	mapped
ko05016	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	38	178	0.0853932584269663	0.038034188034188	2.24517106425956	9.85087491700282e-07	3.12272734868989e-05	TRUE	RvY_00648-1;RvY_00649-1;RvY_00650-1;RvY_00651-1;RvY_00947-1;RvY_01156-1;RvY_01363-1;RvY_01500-1;RvY_02509-1;RvY_03270-1;RvY_04218-1;RvY_05584-1;RvY_05591-1;RvY_05711-1;RvY_06352-1;RvY_07406-1;RvY_09480-1;RvY_09499-1;RvY_10035-1;RvY_10059;RvY_10068-1;RvY_10893-1;RvY_10894-1;RvY_12068-1;RvY_13057-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_15452-1;RvY_16057-1;RvY_16632-1;RvY_16760-1;RvY_17896-1;atp6;cob;cox1;cox2	1233	1110	Huntington disease		KEGG PATHWAY 2026-09-17	mapped
map05016	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	38	178	0.0853932584269663	0.038034188034188	2.24517106425956	9.85087491700282e-07	3.12272734868989e-05	TRUE	RvY_00648-1;RvY_00649-1;RvY_00650-1;RvY_00651-1;RvY_00947-1;RvY_01156-1;RvY_01363-1;RvY_01500-1;RvY_02509-1;RvY_03270-1;RvY_04218-1;RvY_05584-1;RvY_05591-1;RvY_05711-1;RvY_06352-1;RvY_07406-1;RvY_09480-1;RvY_09499-1;RvY_10035-1;RvY_10059;RvY_10068-1;RvY_10893-1;RvY_10894-1;RvY_12068-1;RvY_13057-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_15452-1;RvY_16057-1;RvY_16632-1;RvY_16760-1;RvY_17896-1;atp6;cob;cox1;cox2	1233	1110	Huntington disease		KEGG PATHWAY 2026-09-17	mapped
ko00590	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	19	66	0.0426966292134831	0.0141025641025641	3.02757916241062	6.57867400767807e-06	0.000189585423675813	TRUE	RvY_00525-1;RvY_00933-1;RvY_01265;RvY_04027-1;RvY_04327-1;RvY_04952-1;RvY_07802;RvY_08287;RvY_08708-1;RvY_10040-1;RvY_10041;RvY_10348;RvY_10962;RvY_13928-1;RvY_15018-1;RvY_16327-1;RvY_16339;RvY_17337-1;RvY_17338-1	1233	1110	Arachidonic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
map00590	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	19	66	0.0426966292134831	0.0141025641025641	3.02757916241062	6.57867400767807e-06	0.000189585423675813	TRUE	RvY_00525-1;RvY_00933-1;RvY_01265;RvY_04027-1;RvY_04327-1;RvY_04952-1;RvY_07802;RvY_08287;RvY_08708-1;RvY_10040-1;RvY_10041;RvY_10348;RvY_10962;RvY_13928-1;RvY_15018-1;RvY_16327-1;RvY_16339;RvY_17337-1;RvY_17338-1	1233	1110	Arachidonic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00983	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	20	76	0.0449438202247191	0.0162393162393162	2.76759314015376	1.66961155613358e-05	0.000441055719411955	TRUE	RvY_00933-1;RvY_01380-1;RvY_03940-1;RvY_04456-1;RvY_04640-1;RvY_04766-1;RvY_04952-1;RvY_06291-1;RvY_06303-1;RvY_08287;RvY_10348;RvY_13260;RvY_13901-1;RvY_16339;RvY_16445;RvY_16446;RvY_16447-1;RvY_16725-1;RvY_16968;RvY_19294-1	1233	1110	Drug metabolism - other enzymes		KEGG PATHWAY 2026-09-17	mapped
map00983	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	20	76	0.0449438202247191	0.0162393162393162	2.76759314015376	1.66961155613358e-05	0.000441055719411955	TRUE	RvY_00933-1;RvY_01380-1;RvY_03940-1;RvY_04456-1;RvY_04640-1;RvY_04766-1;RvY_04952-1;RvY_06291-1;RvY_06303-1;RvY_08287;RvY_10348;RvY_13260;RvY_13901-1;RvY_16339;RvY_16445;RvY_16446;RvY_16447-1;RvY_16725-1;RvY_16968;RvY_19294-1	1233	1110	Drug metabolism - other enzymes		KEGG PATHWAY 2026-09-17	mapped
ko01100	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	143	1120	0.321348314606742	0.239316239316239	1.34277688603531	2.16383346706944e-05	0.000527642468508472	TRUE	RvY_00067-1;RvY_00525-1;RvY_00933-1;RvY_00947-1;RvY_01156-1;RvY_01241-1;RvY_01265;RvY_01325-1;RvY_01363-1;RvY_01380-1;RvY_01498-1;RvY_01500-1;RvY_01643-1;RvY_01753;RvY_02471-1;RvY_02509-1;RvY_02689;RvY_02985-1;RvY_03270-1;RvY_03690-1;RvY_03866-1;RvY_03940-1;RvY_03984-1;RvY_04017-1;RvY_04027-1;RvY_04053-1;RvY_04096-1;RvY_04218-1;RvY_04327-1;RvY_04448-1;RvY_04453-1;RvY_04456-1;RvY_04523-1;RvY_04640-1;RvY_04789-1;RvY_04952-1;RvY_05237-1;RvY_05378-1;RvY_05584-1;RvY_05591-1;RvY_05708-1;RvY_05711-1;RvY_05783;RvY_06207;RvY_06209;RvY_06272-1;RvY_06279-1;RvY_06859-1;RvY_07378-1;RvY_07380-1;RvY_07406-1;RvY_07463-1;RvY_07538-1;RvY_07761-1;RvY_07967-1;RvY_08135-1;RvY_08284-1;RvY_08287;RvY_08327-1;RvY_08569-1;RvY_08664-1;RvY_08708-1;RvY_08832-1;RvY_09151-1;RvY_09238-1;RvY_09442-1;RvY_09499-1;RvY_09740-1;RvY_09880-1;RvY_09926-1;RvY_10035-1;RvY_10040-1;RvY_10041;RvY_10059;RvY_10068-1;RvY_10348;RvY_10361-1;RvY_10367;RvY_10496-1;RvY_10522-1;RvY_10536-1;RvY_10962;RvY_11050-1;RvY_12018-1;RvY_12068-1;RvY_12666-1;RvY_12789-1;RvY_12905-1;RvY_12919-1;RvY_12982-1;RvY_13057-1;RvY_13148-1;RvY_13194-1;RvY_13260;RvY_13376-1;RvY_13377-1;RvY_13380-1;RvY_13606-1;RvY_13928-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_14951-1;RvY_14981;RvY_15018-1;RvY_15179;RvY_15452-1;RvY_15490-1;RvY_15542-1;RvY_15721-1;RvY_15762-1;RvY_16266-1;RvY_16327-1;RvY_16339;RvY_16420-1;RvY_16599-1;RvY_16632-1;RvY_16725-1;RvY_16760-1;RvY_16828-1;RvY_16938-1;RvY_17337-1;RvY_17338-1;RvY_17538-1;RvY_17552-1;RvY_18344;RvY_18587-1;RvY_18667-1;RvY_18968-1;RvY_19258-1;RvY_19294-1;atp6;cob;cox1;cox2;cox3;nad1;nad2;nad3;nad4;nad5;nad6	1233	1110	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
map01100	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	143	1120	0.321348314606742	0.239316239316239	1.34277688603531	2.16383346706944e-05	0.000527642468508472	TRUE	RvY_00067-1;RvY_00525-1;RvY_00933-1;RvY_00947-1;RvY_01156-1;RvY_01241-1;RvY_01265;RvY_01325-1;RvY_01363-1;RvY_01380-1;RvY_01498-1;RvY_01500-1;RvY_01643-1;RvY_01753;RvY_02471-1;RvY_02509-1;RvY_02689;RvY_02985-1;RvY_03270-1;RvY_03690-1;RvY_03866-1;RvY_03940-1;RvY_03984-1;RvY_04017-1;RvY_04027-1;RvY_04053-1;RvY_04096-1;RvY_04218-1;RvY_04327-1;RvY_04448-1;RvY_04453-1;RvY_04456-1;RvY_04523-1;RvY_04640-1;RvY_04789-1;RvY_04952-1;RvY_05237-1;RvY_05378-1;RvY_05584-1;RvY_05591-1;RvY_05708-1;RvY_05711-1;RvY_05783;RvY_06207;RvY_06209;RvY_06272-1;RvY_06279-1;RvY_06859-1;RvY_07378-1;RvY_07380-1;RvY_07406-1;RvY_07463-1;RvY_07538-1;RvY_07761-1;RvY_07967-1;RvY_08135-1;RvY_08284-1;RvY_08287;RvY_08327-1;RvY_08569-1;RvY_08664-1;RvY_08708-1;RvY_08832-1;RvY_09151-1;RvY_09238-1;RvY_09442-1;RvY_09499-1;RvY_09740-1;RvY_09880-1;RvY_09926-1;RvY_10035-1;RvY_10040-1;RvY_10041;RvY_10059;RvY_10068-1;RvY_10348;RvY_10361-1;RvY_10367;RvY_10496-1;RvY_10522-1;RvY_10536-1;RvY_10962;RvY_11050-1;RvY_12018-1;RvY_12068-1;RvY_12666-1;RvY_12789-1;RvY_12905-1;RvY_12919-1;RvY_12982-1;RvY_13057-1;RvY_13148-1;RvY_13194-1;RvY_13260;RvY_13376-1;RvY_13377-1;RvY_13380-1;RvY_13606-1;RvY_13928-1;RvY_14614-1;RvY_14671-1;RvY_14713-1;RvY_14888-1;RvY_14951-1;RvY_14981;RvY_15018-1;RvY_15179;RvY_15452-1;RvY_15490-1;RvY_15542-1;RvY_15721-1;RvY_15762-1;RvY_16266-1;RvY_16327-1;RvY_16339;RvY_16420-1;RvY_16599-1;RvY_16632-1;RvY_16725-1;RvY_16760-1;RvY_16828-1;RvY_16938-1;RvY_17337-1;RvY_17338-1;RvY_17538-1;RvY_17552-1;RvY_18344;RvY_18587-1;RvY_18667-1;RvY_18968-1;RvY_19258-1;RvY_19294-1;atp6;cob;cox1;cox2;cox3;nad1;nad2;nad3;nad4;nad5;nad6	1233	1110	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
ko00140	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	17	61	0.0382022471910112	0.013034188034188	2.93092650580217	3.22597936104778e-05	0.000730453898180105	TRUE	RvY_03557-1;RvY_03647-1;RvY_04027-1;RvY_04205;RvY_04667-1;RvY_04789-1;RvY_04952-1;RvY_05124-1;RvY_07516-1;RvY_12170-1;RvY_12183-1;RvY_12982-1;RvY_15721-1;RvY_16327-1;RvY_16339;RvY_17022-1;RvY_19256-1	1233	1110	Steroid hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00140	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	17	61	0.0382022471910112	0.013034188034188	2.93092650580217	3.22597936104778e-05	0.000730453898180105	TRUE	RvY_03557-1;RvY_03647-1;RvY_04027-1;RvY_04205;RvY_04667-1;RvY_04789-1;RvY_04952-1;RvY_05124-1;RvY_07516-1;RvY_12170-1;RvY_12183-1;RvY_12982-1;RvY_15721-1;RvY_16327-1;RvY_16339;RvY_17022-1;RvY_19256-1	1233	1110	Steroid hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko05410	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	15	57	0.0337078651685393	0.0121794871794872	2.76759314015376	0.000191015970165555	0.00403680416949874	TRUE	RvY_00196-1;RvY_00244;RvY_00850;RvY_02526;RvY_03362-1;RvY_05164-1;RvY_05165-1;RvY_06155-1;RvY_11973-1;RvY_12184-1;RvY_12738;RvY_12740-1;RvY_14968-1;RvY_17053-1;RvY_17945	1233	1110	Hypertrophic cardiomyopathy		KEGG PATHWAY 2026-09-17	mapped
map05410	PATHWAY	DES__Highly_Stable__down__Highly_Stable_Down	main_class	DES	Highly Stable	down	Highly Stable Down	445	4680	15	57	0.0337078651685393	0.0121794871794872	2.76759314015376	0.000191015970165555	0.00403680416949874	TRUE	RvY_00196-1;RvY_00244;RvY_00850;RvY_02526;RvY_03362-1;RvY_05164-1;RvY_05165-1;RvY_06155-1;RvY_11973-1;RvY_12184-1;RvY_12738;RvY_12740-1;RvY_14968-1;RvY_17053-1;RvY_17945	1233	1110	Hypertrophic cardiomyopathy		KEGG PATHWAY 2026-09-17	mapped
