kegg_term	enrichment_type	gene_set_id	gene_set_family	condition	stability_region	dominant_state	signal_class	query_size	background_size	query_overlap_count	background_term_count	query_fraction	background_fraction	enrichment_ratio	p_value	adjusted_p_value	significant	contributing_feature_ids	all_feature_count	annotated_feature_count	kegg_name	kegg_description_if_available	source_version	mapping_status
ko04270	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	157	210	0.0526668903052667	0.0448717948717949	1.17371926966023	0.000314469619163734	0.0149373069102774	TRUE	RvY_00161-1;RvY_00472-1;RvY_00655-1;RvY_01120;RvY_01121;RvY_01134;RvY_01261-1;RvY_01488-1;RvY_01514-1;RvY_01551-1;RvY_01552;RvY_01725;RvY_02040-1;RvY_02127-1;RvY_02317;RvY_02403;RvY_02777;RvY_02923-1;RvY_03277-1;RvY_03285;RvY_03357-1;RvY_03358;RvY_03474;RvY_03484;RvY_03574-1;RvY_03727-1;RvY_03982-1;RvY_04062;RvY_04063;RvY_04065-1;RvY_04066-1;RvY_04097;RvY_04228;RvY_04272-1;RvY_04281;RvY_04348;RvY_04549-1;RvY_04651;RvY_04652;RvY_04658-1;RvY_05132;RvY_05231-1;RvY_05495-1;RvY_05606-1;RvY_05634;RvY_05673-1;RvY_05786-1;RvY_06098;RvY_06115;RvY_06150;RvY_06314-1;RvY_06318;RvY_06399-1;RvY_06529-1;RvY_06851-1;RvY_07198;RvY_07415;RvY_07419;RvY_07420-1;RvY_07446-1;RvY_07448-1;RvY_07548;RvY_07552-1;RvY_08035-1;RvY_08338-1;RvY_08397-1;RvY_09375;RvY_09610-1;RvY_10100;RvY_10524-1;RvY_10623;RvY_10752;RvY_10835-1;RvY_10928;RvY_10948;RvY_10976-1;RvY_10979;RvY_10982;RvY_10994-1;RvY_11044-1;RvY_11113-1;RvY_11161;RvY_11216-1;RvY_11254-1;RvY_11261;RvY_11491-1;RvY_11496;RvY_11525;RvY_11543;RvY_11663-1;RvY_11832;RvY_12129;RvY_12131;RvY_12135-1;RvY_12139;RvY_12181;RvY_12269;RvY_12729-1;RvY_12735-1;RvY_12852-1;RvY_13054-1;RvY_13143-1;RvY_13183-1;RvY_13213-1;RvY_13214-1;RvY_13257-1;RvY_13276;RvY_13348;RvY_13388;RvY_13389;RvY_13429-1;RvY_13596-1;RvY_13604-1;RvY_13770-1;RvY_14348-1;RvY_14684;RvY_14767-1;RvY_14998-1;RvY_15038-1;RvY_15067-1;RvY_15203-1;RvY_15366-1;RvY_15792-1;RvY_15806;RvY_16189-1;RvY_16391;RvY_16394;RvY_16473-1;RvY_16478;RvY_16557-1;RvY_16623-1;RvY_16703-1;RvY_16827-1;RvY_16907;RvY_16919;RvY_16928-1;RvY_17058;RvY_17572;RvY_17592;RvY_17598;RvY_17820-1;RvY_17920-1;RvY_17921-1;RvY_18091;RvY_18092;RvY_18093-1;RvY_18094-1;RvY_18096-1;RvY_18097-1;RvY_18098-1;RvY_18236;RvY_18958-1;RvY_18959-1;RvY_19031;RvY_19052-1;RvY_19114-1;RvY_19308-1	10233	8918	Vascular smooth muscle contraction		KEGG PATHWAY 2026-09-17	mapped
map04270	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	157	210	0.0526668903052667	0.0448717948717949	1.17371926966023	0.000314469619163734	0.0149373069102774	TRUE	RvY_00161-1;RvY_00472-1;RvY_00655-1;RvY_01120;RvY_01121;RvY_01134;RvY_01261-1;RvY_01488-1;RvY_01514-1;RvY_01551-1;RvY_01552;RvY_01725;RvY_02040-1;RvY_02127-1;RvY_02317;RvY_02403;RvY_02777;RvY_02923-1;RvY_03277-1;RvY_03285;RvY_03357-1;RvY_03358;RvY_03474;RvY_03484;RvY_03574-1;RvY_03727-1;RvY_03982-1;RvY_04062;RvY_04063;RvY_04065-1;RvY_04066-1;RvY_04097;RvY_04228;RvY_04272-1;RvY_04281;RvY_04348;RvY_04549-1;RvY_04651;RvY_04652;RvY_04658-1;RvY_05132;RvY_05231-1;RvY_05495-1;RvY_05606-1;RvY_05634;RvY_05673-1;RvY_05786-1;RvY_06098;RvY_06115;RvY_06150;RvY_06314-1;RvY_06318;RvY_06399-1;RvY_06529-1;RvY_06851-1;RvY_07198;RvY_07415;RvY_07419;RvY_07420-1;RvY_07446-1;RvY_07448-1;RvY_07548;RvY_07552-1;RvY_08035-1;RvY_08338-1;RvY_08397-1;RvY_09375;RvY_09610-1;RvY_10100;RvY_10524-1;RvY_10623;RvY_10752;RvY_10835-1;RvY_10928;RvY_10948;RvY_10976-1;RvY_10979;RvY_10982;RvY_10994-1;RvY_11044-1;RvY_11113-1;RvY_11161;RvY_11216-1;RvY_11254-1;RvY_11261;RvY_11491-1;RvY_11496;RvY_11525;RvY_11543;RvY_11663-1;RvY_11832;RvY_12129;RvY_12131;RvY_12135-1;RvY_12139;RvY_12181;RvY_12269;RvY_12729-1;RvY_12735-1;RvY_12852-1;RvY_13054-1;RvY_13143-1;RvY_13183-1;RvY_13213-1;RvY_13214-1;RvY_13257-1;RvY_13276;RvY_13348;RvY_13388;RvY_13389;RvY_13429-1;RvY_13596-1;RvY_13604-1;RvY_13770-1;RvY_14348-1;RvY_14684;RvY_14767-1;RvY_14998-1;RvY_15038-1;RvY_15067-1;RvY_15203-1;RvY_15366-1;RvY_15792-1;RvY_15806;RvY_16189-1;RvY_16391;RvY_16394;RvY_16473-1;RvY_16478;RvY_16557-1;RvY_16623-1;RvY_16703-1;RvY_16827-1;RvY_16907;RvY_16919;RvY_16928-1;RvY_17058;RvY_17572;RvY_17592;RvY_17598;RvY_17820-1;RvY_17920-1;RvY_17921-1;RvY_18091;RvY_18092;RvY_18093-1;RvY_18094-1;RvY_18096-1;RvY_18097-1;RvY_18098-1;RvY_18236;RvY_18958-1;RvY_18959-1;RvY_19031;RvY_19052-1;RvY_19114-1;RvY_19308-1	10233	8918	Vascular smooth muscle contraction		KEGG PATHWAY 2026-09-17	mapped
ko04113	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	52	63	0.0174438108017444	0.0134615384615385	1.29582594527244	0.000827740429956698	0.0349490403759495	TRUE	RvY_00544-1;RvY_00624-1;RvY_00723;RvY_00981-1;RvY_00997-1;RvY_01261-1;RvY_01331-1;RvY_02491-1;RvY_02777;RvY_03318-1;RvY_03785-1;RvY_04820-1;RvY_04829-1;RvY_04868-1;RvY_05182-1;RvY_05192-1;RvY_05258;RvY_05778-1;RvY_05971-1;RvY_06119-1;RvY_06565;RvY_06566-1;RvY_07196-1;RvY_07198;RvY_07883-1;RvY_08257-1;RvY_08372-1;RvY_08517-1;RvY_08898;RvY_09266-1;RvY_09335-1;RvY_09349-1;RvY_10082-1;RvY_10810-1;RvY_11113-1;RvY_11952-1;RvY_12653-1;RvY_12735-1;RvY_13482-1;RvY_14348-1;RvY_14428-1;RvY_14619-1;RvY_14705-1;RvY_14730-1;RvY_15108-1;RvY_15792-1;RvY_17063-1;RvY_17255;RvY_17583-1;RvY_17598;RvY_17884-1;RvY_18578-1	10233	8918	Meiosis - yeast		KEGG PATHWAY 2026-09-17	mapped
map04113	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	52	63	0.0174438108017444	0.0134615384615385	1.29582594527244	0.000827740429956698	0.0349490403759495	TRUE	RvY_00544-1;RvY_00624-1;RvY_00723;RvY_00981-1;RvY_00997-1;RvY_01261-1;RvY_01331-1;RvY_02491-1;RvY_02777;RvY_03318-1;RvY_03785-1;RvY_04820-1;RvY_04829-1;RvY_04868-1;RvY_05182-1;RvY_05192-1;RvY_05258;RvY_05778-1;RvY_05971-1;RvY_06119-1;RvY_06565;RvY_06566-1;RvY_07196-1;RvY_07198;RvY_07883-1;RvY_08257-1;RvY_08372-1;RvY_08517-1;RvY_08898;RvY_09266-1;RvY_09335-1;RvY_09349-1;RvY_10082-1;RvY_10810-1;RvY_11113-1;RvY_11952-1;RvY_12653-1;RvY_12735-1;RvY_13482-1;RvY_14348-1;RvY_14428-1;RvY_14619-1;RvY_14705-1;RvY_14730-1;RvY_15108-1;RvY_15792-1;RvY_17063-1;RvY_17255;RvY_17583-1;RvY_17598;RvY_17884-1;RvY_18578-1	10233	8918	Meiosis - yeast		KEGG PATHWAY 2026-09-17	mapped
ko00515	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	20	21	0.00670915800067092	0.00448717948717949	1.49518378300666	0.00097923883923825	0.0372110758910535	TRUE	RvY_00959-1;RvY_03152;RvY_03166;RvY_03431-1;RvY_03442;RvY_06758;RvY_08523-1;RvY_10555;RvY_11426-1;RvY_11706-1;RvY_11707-1;RvY_12118-1;RvY_13006-1;RvY_13494-1;RvY_13673-1;RvY_14219-1;RvY_15043-1;RvY_15444-1;RvY_17109;RvY_18943-1	10233	8918	Mannose type O-glycan biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00515	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	20	21	0.00670915800067092	0.00448717948717949	1.49518378300666	0.00097923883923825	0.0372110758910535	TRUE	RvY_00959-1;RvY_03152;RvY_03166;RvY_03431-1;RvY_03442;RvY_06758;RvY_08523-1;RvY_10555;RvY_11426-1;RvY_11706-1;RvY_11707-1;RvY_12118-1;RvY_13006-1;RvY_13494-1;RvY_13673-1;RvY_14219-1;RvY_15043-1;RvY_15444-1;RvY_17109;RvY_18943-1	10233	8918	Mannose type O-glycan biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko03030	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	36	42	0.0120764844012076	0.00897435897435897	1.345665404706	0.00139695521080798	0.0482584527370028	TRUE	RvY_00174-1;RvY_00415-1;RvY_01155-1;RvY_01372-1;RvY_03283-1;RvY_05029-1;RvY_05192-1;RvY_05258;RvY_05316-1;RvY_05631-1;RvY_05778-1;RvY_07091-1;RvY_07317-1;RvY_08898;RvY_09521-1;RvY_10167-1;RvY_10238-1;RvY_10246-1;RvY_11339-1;RvY_11952-1;RvY_12703-1;RvY_12714;RvY_12979-1;RvY_13200-1;RvY_13201;RvY_14129-1;RvY_15062-1;RvY_15476-1;RvY_15928-1;RvY_16566-1;RvY_16730-1;RvY_17293-1;RvY_17583-1;RvY_17603-1;RvY_18458-1;RvY_18498-1	10233	8918	DNA replication		KEGG PATHWAY 2026-09-17	mapped
map03030	PATHWAY	HT__Highly_Stable__constant__Highly_Stable_Constant	main_class	HT	Highly Stable	constant	Highly Stable Constant	2981	4680	36	42	0.0120764844012076	0.00897435897435897	1.345665404706	0.00139695521080798	0.0482584527370028	TRUE	RvY_00174-1;RvY_00415-1;RvY_01155-1;RvY_01372-1;RvY_03283-1;RvY_05029-1;RvY_05192-1;RvY_05258;RvY_05316-1;RvY_05631-1;RvY_05778-1;RvY_07091-1;RvY_07317-1;RvY_08898;RvY_09521-1;RvY_10167-1;RvY_10238-1;RvY_10246-1;RvY_11339-1;RvY_11952-1;RvY_12703-1;RvY_12714;RvY_12979-1;RvY_13200-1;RvY_13201;RvY_14129-1;RvY_15062-1;RvY_15476-1;RvY_15928-1;RvY_16566-1;RvY_16730-1;RvY_17293-1;RvY_17583-1;RvY_17603-1;RvY_18458-1;RvY_18498-1	10233	8918	DNA replication		KEGG PATHWAY 2026-09-17	mapped
K00799	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	14	25	0.011119936457506	0.00348286430760658	3.19275615567911	1.57621450044215e-05	0.0139909831715106	TRUE	RvY_00933-1;RvY_04766-1;RvY_06283-1;RvY_06291-1;RvY_06303-1;RvY_08287;RvY_10056-1;RvY_10348;RvY_13901-1;RvY_16442-1;RvY_16445;RvY_16446;RvY_16447-1;RvY_16968	2564	2344	GST, gst	glutathione S-transferase [EC:2.5.1.18]	KEGG KO 2026-09-18	mapped
K04097	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	11	17	0.00873709293089754	0.00236834772917247	3.68910900341074	2.03950192004528e-05	0.0139909831715106	TRUE	RvY_00525-1;RvY_00933-1;RvY_04327-1;RvY_08287;RvY_10040-1;RvY_10041;RvY_10056-1;RvY_10348;RvY_15018-1;RvY_17337-1;RvY_17338-1	2564	2344	HPGDS	prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18]	KEGG KO 2026-09-18	mapped
K19919	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	10	15	0.0079428117553614	0.00208971858456395	3.80090018533227	3.40146622345202e-05	0.0155560388619206	TRUE	RvY_01051;RvY_02573-1;RvY_03665-1;RvY_03666-1;RvY_05484;RvY_06646-1;RvY_08437-1;RvY_12748-1;RvY_16362-1;RvY_16952-1	2564	2344	CRISP1_2_3	cysteine-rich secretory protein 1/2/3	KEGG KO 2026-09-18	mapped
K01832	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	7	9	0.00555996822875298	0.00125383115073837	4.43438354955432	0.00013022432922542	0.0323235444524849	TRUE	RvY_04873-1;RvY_16327-1;RvY_16329-1;RvY_16339;RvY_16340-1;RvY_16341;RvY_18101-1	2564	2344	TBXAS1, CYP5A	thromboxane-A synthase [EC:5.3.99.5]	KEGG KO 2026-09-18	mapped
K07424	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	7	9	0.00555996822875298	0.00125383115073837	4.43438354955432	0.00013022432922542	0.0323235444524849	TRUE	RvY_04873-1;RvY_16327-1;RvY_16329-1;RvY_16339;RvY_16340-1;RvY_16341;RvY_18101-1	2564	2344	CYP3A	cytochrome P450 family 3 subfamily A [EC:1.14.14.1]	KEGG KO 2026-09-18	mapped
K01362	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	5	5	0.0039714058776807	0.000696572861521315	5.70135027799841	0.000164916043124923	0.0323235444524849	TRUE	RvY_03883-1;RvY_08357-1;RvY_08606-1;RvY_17868-1;RvY_19038	2564	2344	OVCH	ovochymase [EC:3.4.21.-]	KEGG KO 2026-09-18	mapped
K14445	KO	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	1259	7178	5	5	0.0039714058776807	0.000696572861521315	5.70135027799841	0.000164916043124923	0.0323235444524849	TRUE	RvY_09940-1;RvY_12246-1;RvY_13479-1;RvY_13480-1;RvY_15906-1	2564	2344	SLC13A2_3_5	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	KEGG KO 2026-09-18	mapped
ko01100	PATHWAY	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	893	4680	321	1120	0.35946248600224	0.239316239316239	1.50203967365222	1.11344156271507e-19	3.9527175476385e-17	TRUE	RvY_00377-1;RvY_00384-1;RvY_00525-1;RvY_00616-1;RvY_00747-1;RvY_00769-1;RvY_00806-1;RvY_00854-1;RvY_00861-1;RvY_00878-1;RvY_00933-1;RvY_00947-1;RvY_00948-1;RvY_01265;RvY_01363-1;RvY_01432-1;RvY_01493-1;RvY_01498-1;RvY_01500-1;RvY_01643-1;RvY_01646-1;RvY_01647-1;RvY_01969-1;RvY_02023-1;RvY_02028-1;RvY_02049-1;RvY_02171-1;RvY_02197-1;RvY_02228-1;RvY_02286-1;RvY_02293-1;RvY_02422-1;RvY_02509-1;RvY_02897-1;RvY_02926-1;RvY_02985-1;RvY_03004-1;RvY_03189-1;RvY_03367-1;RvY_03456-1;RvY_03487-1;RvY_03656;RvY_03701-1;RvY_03753-1;RvY_03809;RvY_04017-1;RvY_04058-1;RvY_04096-1;RvY_04227-1;RvY_04232-1;RvY_04234-1;RvY_04301-1;RvY_04327-1;RvY_04382-1;RvY_04448-1;RvY_04456-1;RvY_04524-1;RvY_04554-1;RvY_04640-1;RvY_04770-1;RvY_04795-1;RvY_04804;RvY_04866-1;RvY_04869-1;RvY_04873-1;RvY_04960-1;RvY_05049-1;RvY_05181-1;RvY_05230-1;RvY_05237-1;RvY_05259-1;RvY_05294-1;RvY_05365-1;RvY_05435-1;RvY_05468-1;RvY_05477-1;RvY_05479-1;RvY_05552-1;RvY_05584-1;RvY_05591-1;RvY_05604-1;RvY_05686;RvY_05708-1;RvY_05739-1;RvY_05740-1;RvY_05896;RvY_05981;RvY_06092-1;RvY_06165;RvY_06248-1;RvY_06267-1;RvY_06475-1;RvY_06514-1;RvY_06641-1;RvY_06660-1;RvY_06661;RvY_06662-1;RvY_06866-1;RvY_06875-1;RvY_06927-1;RvY_06966-1;RvY_06985;RvY_07010;RvY_07065-1;RvY_07173-1;RvY_07219;RvY_07229-1;RvY_07380-1;RvY_07381-1;RvY_07388-1;RvY_07395-1;RvY_07406-1;RvY_07432-1;RvY_07438;RvY_07637-1;RvY_07639-1;RvY_07640;RvY_07680-1;RvY_07700;RvY_07725-1;RvY_07732-1;RvY_07759-1;RvY_07825-1;RvY_07831;RvY_07844-1;RvY_07949-1;RvY_08080-1;RvY_08168-1;RvY_08214;RvY_08250-1;RvY_08284-1;RvY_08285-1;RvY_08287;RvY_08316-1;RvY_08327-1;RvY_08610-1;RvY_08708-1;RvY_08754;RvY_08758-1;RvY_08785-1;RvY_08793-1;RvY_08901-1;RvY_08902-1;RvY_08924-1;RvY_09008-1;RvY_09018-1;RvY_09289-1;RvY_09412-1;RvY_09463-1;RvY_09499-1;RvY_09532-1;RvY_09609-1;RvY_09740-1;RvY_09852-1;RvY_09878-1;RvY_09880-1;RvY_09967-1;RvY_10003-1;RvY_10013;RvY_10014-1;RvY_10040-1;RvY_10041;RvY_10056-1;RvY_10059;RvY_10136-1;RvY_10140-1;RvY_10217-1;RvY_10348;RvY_10361-1;RvY_10515-1;RvY_10522-1;RvY_10536-1;RvY_10567-1;RvY_10715-1;RvY_10925;RvY_10941-1;RvY_10962;RvY_11050-1;RvY_11130-1;RvY_11195-1;RvY_11362-1;RvY_11680-1;RvY_11730;RvY_11751-1;RvY_11815-1;RvY_11890-1;RvY_11903-1;RvY_11995;RvY_12048-1;RvY_12068-1;RvY_12140-1;RvY_12142-1;RvY_12172-1;RvY_12197-1;RvY_12252;RvY_12270-1;RvY_12435-1;RvY_12503-1;RvY_12618;RvY_12666-1;RvY_12702-1;RvY_12732-1;RvY_12800-1;RvY_12919-1;RvY_12951;RvY_12975-1;RvY_13023-1;RvY_13251-1;RvY_13295-1;RvY_13339-1;RvY_13376-1;RvY_13377-1;RvY_13380-1;RvY_13408-1;RvY_13418-1;RvY_13444-1;RvY_13453;RvY_13483-1;RvY_13520-1;RvY_13585-1;RvY_13606-1;RvY_13923-1;RvY_14006-1;RvY_14030-1;RvY_14214-1;RvY_14246-1;RvY_14270;RvY_14572;RvY_14614-1;RvY_14659-1;RvY_14686;RvY_14690-1;RvY_14713-1;RvY_14905-1;RvY_14925-1;RvY_14929-1;RvY_14945;RvY_14948-1;RvY_14960-1;RvY_15018-1;RvY_15021-1;RvY_15040-1;RvY_15381-1;RvY_15403-1;RvY_15434-1;RvY_15452-1;RvY_15491-1;RvY_15503-1;RvY_15522;RvY_15537-1;RvY_15566;RvY_15658-1;RvY_15666-1;RvY_15690-1;RvY_15711-1;RvY_15721-1;RvY_15722-1;RvY_15821-1;RvY_15827-1;RvY_15846-1;RvY_15850;RvY_15940-1;RvY_15952-1;RvY_16010-1;RvY_16032-1;RvY_16062;RvY_16126-1;RvY_16127-1;RvY_16194-1;RvY_16327-1;RvY_16329-1;RvY_16339;RvY_16340-1;RvY_16341;RvY_16389-1;RvY_16463;RvY_16550-1;RvY_16572;RvY_16599-1;RvY_16632-1;RvY_16760-1;RvY_16784-1;RvY_16828-1;RvY_16938-1;RvY_16959-1;RvY_17094;RvY_17187-1;RvY_17337-1;RvY_17338-1;RvY_17432-1;RvY_17538-1;RvY_17793;RvY_17900;RvY_18042;RvY_18073-1;RvY_18101-1;RvY_18111-1;RvY_18181-1;RvY_18182-1;RvY_18278-1;RvY_18344;RvY_18346;RvY_18477-1;RvY_18501-1;RvY_18510-1;RvY_18587-1;RvY_18667-1;RvY_18766;RvY_18795-1;RvY_18814;RvY_18883-1;RvY_18985-1;RvY_18994-1;RvY_19000-1;RvY_19061-1;RvY_19258-1;RvY_19273-1;RvY_19294-1;cob;cox1;cox2	2564	2344	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
map01100	PATHWAY	HT__Highly_Stable__down__Highly_Stable_Down	main_class	HT	Highly Stable	down	Highly Stable Down	893	4680	321	1120	0.35946248600224	0.239316239316239	1.50203967365222	1.11344156271507e-19	3.9527175476385e-17	TRUE	RvY_00377-1;RvY_00384-1;RvY_00525-1;RvY_00616-1;RvY_00747-1;RvY_00769-1;RvY_00806-1;RvY_00854-1;RvY_00861-1;RvY_00878-1;RvY_00933-1;RvY_00947-1;RvY_00948-1;RvY_01265;RvY_01363-1;RvY_01432-1;RvY_01493-1;RvY_01498-1;RvY_01500-1;RvY_01643-1;RvY_01646-1;RvY_01647-1;RvY_01969-1;RvY_02023-1;RvY_02028-1;RvY_02049-1;RvY_02171-1;RvY_02197-1;RvY_02228-1;RvY_02286-1;RvY_02293-1;RvY_02422-1;RvY_02509-1;RvY_02897-1;RvY_02926-1;RvY_02985-1;RvY_03004-1;RvY_03189-1;RvY_03367-1;RvY_03456-1;RvY_03487-1;RvY_03656;RvY_03701-1;RvY_03753-1;RvY_03809;RvY_04017-1;RvY_04058-1;RvY_04096-1;RvY_04227-1;RvY_04232-1;RvY_04234-1;RvY_04301-1;RvY_04327-1;RvY_04382-1;RvY_04448-1;RvY_04456-1;RvY_04524-1;RvY_04554-1;RvY_04640-1;RvY_04770-1;RvY_04795-1;RvY_04804;RvY_04866-1;RvY_04869-1;RvY_04873-1;RvY_04960-1;RvY_05049-1;RvY_05181-1;RvY_05230-1;RvY_05237-1;RvY_05259-1;RvY_05294-1;RvY_05365-1;RvY_05435-1;RvY_05468-1;RvY_05477-1;RvY_05479-1;RvY_05552-1;RvY_05584-1;RvY_05591-1;RvY_05604-1;RvY_05686;RvY_05708-1;RvY_05739-1;RvY_05740-1;RvY_05896;RvY_05981;RvY_06092-1;RvY_06165;RvY_06248-1;RvY_06267-1;RvY_06475-1;RvY_06514-1;RvY_06641-1;RvY_06660-1;RvY_06661;RvY_06662-1;RvY_06866-1;RvY_06875-1;RvY_06927-1;RvY_06966-1;RvY_06985;RvY_07010;RvY_07065-1;RvY_07173-1;RvY_07219;RvY_07229-1;RvY_07380-1;RvY_07381-1;RvY_07388-1;RvY_07395-1;RvY_07406-1;RvY_07432-1;RvY_07438;RvY_07637-1;RvY_07639-1;RvY_07640;RvY_07680-1;RvY_07700;RvY_07725-1;RvY_07732-1;RvY_07759-1;RvY_07825-1;RvY_07831;RvY_07844-1;RvY_07949-1;RvY_08080-1;RvY_08168-1;RvY_08214;RvY_08250-1;RvY_08284-1;RvY_08285-1;RvY_08287;RvY_08316-1;RvY_08327-1;RvY_08610-1;RvY_08708-1;RvY_08754;RvY_08758-1;RvY_08785-1;RvY_08793-1;RvY_08901-1;RvY_08902-1;RvY_08924-1;RvY_09008-1;RvY_09018-1;RvY_09289-1;RvY_09412-1;RvY_09463-1;RvY_09499-1;RvY_09532-1;RvY_09609-1;RvY_09740-1;RvY_09852-1;RvY_09878-1;RvY_09880-1;RvY_09967-1;RvY_10003-1;RvY_10013;RvY_10014-1;RvY_10040-1;RvY_10041;RvY_10056-1;RvY_10059;RvY_10136-1;RvY_10140-1;RvY_10217-1;RvY_10348;RvY_10361-1;RvY_10515-1;RvY_10522-1;RvY_10536-1;RvY_10567-1;RvY_10715-1;RvY_10925;RvY_10941-1;RvY_10962;RvY_11050-1;RvY_11130-1;RvY_11195-1;RvY_11362-1;RvY_11680-1;RvY_11730;RvY_11751-1;RvY_11815-1;RvY_11890-1;RvY_11903-1;RvY_11995;RvY_12048-1;RvY_12068-1;RvY_12140-1;RvY_12142-1;RvY_12172-1;RvY_12197-1;RvY_12252;RvY_12270-1;RvY_12435-1;RvY_12503-1;RvY_12618;RvY_12666-1;RvY_12702-1;RvY_12732-1;RvY_12800-1;RvY_12919-1;RvY_12951;RvY_12975-1;RvY_13023-1;RvY_13251-1;RvY_13295-1;RvY_13339-1;RvY_13376-1;RvY_13377-1;RvY_13380-1;RvY_13408-1;RvY_13418-1;RvY_13444-1;RvY_13453;RvY_13483-1;RvY_13520-1;RvY_13585-1;RvY_13606-1;RvY_13923-1;RvY_14006-1;RvY_14030-1;RvY_14214-1;RvY_14246-1;RvY_14270;RvY_14572;RvY_14614-1;RvY_14659-1;RvY_14686;RvY_14690-1;RvY_14713-1;RvY_14905-1;RvY_14925-1;RvY_14929-1;RvY_14945;RvY_14948-1;RvY_14960-1;RvY_15018-1;RvY_15021-1;RvY_15040-1;RvY_15381-1;RvY_15403-1;RvY_15434-1;RvY_15452-1;RvY_15491-1;RvY_15503-1;RvY_15522;RvY_15537-1;RvY_15566;RvY_15658-1;RvY_15666-1;RvY_15690-1;RvY_15711-1;RvY_15721-1;RvY_15722-1;RvY_15821-1;RvY_15827-1;RvY_15846-1;RvY_15850;RvY_15940-1;RvY_15952-1;RvY_16010-1;RvY_16032-1;RvY_16062;RvY_16126-1;RvY_16127-1;RvY_16194-1;RvY_16327-1;RvY_16329-1;RvY_16339;RvY_16340-1;RvY_16341;RvY_16389-1;RvY_16463;RvY_16550-1;RvY_16572;RvY_16599-1;RvY_16632-1;RvY_16760-1;RvY_16784-1;RvY_16828-1;RvY_16938-1;RvY_16959-1;RvY_17094;RvY_17187-1;RvY_17337-1;RvY_17338-1;RvY_17432-1;RvY_17538-1;RvY_17793;RvY_17900;RvY_18042;RvY_18073-1;RvY_18101-1;RvY_18111-1;RvY_18181-1;RvY_18182-1;RvY_18278-1;RvY_18344;RvY_18346;RvY_18477-1;RvY_18501-1;RvY_18510-1;RvY_18587-1;RvY_18667-1;RvY_18766;RvY_18795-1;RvY_18814;RvY_18883-1;RvY_18985-1;RvY_18994-1;RvY_19000-1;RvY_19061-1;RvY_19258-1;RvY_19273-1;RvY_19294-1;cob;cox1;cox2	2564	2344	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
